page_num,report_date,currency,group,FUND,Date,Manager,Incep,NAV,AUM_USD_mm,MTD,YTD,1_year,3_years,5_years,10_years,CUMULATIVE S. INCEP. PIONERO,ANNUALIZED S. INCEP. PIONERO,sigma,Sharpe,Alpha,Beta,Mgmt_Fee,ANNUALIZED S. INCEP. ORANGE,CUMULATIVE S. INCEP. MRV A,ANNUALIZED S. INCEP. MRV A,CUMULATIVE S. INCEP. MSC,ANNUALIZED S. INCEP. MSC,ANNUALIZED S. INCEP. MLE LX,ANNUALIZED S. INCEP. MDELA,ANNUALIZED S. INCEP. GLORY
1,30/Jan/2026,CLP,Moneda,Pionero A,,Moneda,,"16,609.6",622.4,13.9%,13.9%,86.1%,36.7%,25.2%,15.9%,"9,113.3%",15.2%,13.7%,1.81,17.2%,0.60,0.85%,,,,,,,,
1,30/Jan/2026,CLP,Moneda,Pionero AE,,Moneda,,"16,786.2",1.8,13.9%,13.9%,86.4%,37.0%,25.4%,,,,13.7%,1.82,17.4%,0.60,0.85%,,,,,,,,
1,30/Jan/2026,CLP,Moneda,Pionero I,,Moneda,,"16,621.1",213.1,13.9%,13.9%,,,,,,,,,,,0.75%,,,,,,,,
1,30/Jan/2026,CLP,Moneda,Pionero R,,Moneda,,"15,928.4",55.8,13.1%,13.1%,80.1%,,,,,,,,,,1.80%,,,,,,,,
1,30/Jan/2026,CLP,Peer Group,Compass SC Chile - I,,Compass,,"155,016.4",404.0,9.3%,9.3%,70.7%,30.9%,18.6%,12.7%,,,14.1%,1.46,11.7%,0.62,0.50%,,,,,,,,
1,30/Jan/2026,CLP,Peer Group,LarrainVial SC Chile,,LarrainVial,,"17,415.3",111.0,11.4%,11.4%,97.1%,37.9%,20.5%,,,,15.3%,1.70,17.1%,0.65,0.50%,,,,,,,,
1,30/Jan/2026,CLP,Peer Group,Toesca SC Chile,,Toesca,,"17,980.0",95.9,10.4%,10.4%,72.2%,32.1%,16.2%,,,,14.2%,1.50,15.3%,0.53,0.50%,,,,,,,,
1,30/Jan/2026,CLP,Peer Group,Siglo XXI,BICE,,,"71,573.5",72.9,11.3%,11.3%,70.7%,30.5%,17.5%,11.9%,,,14.3%,1.42,11.4%,0.63,0.50%,,,,,,,,
1,30/Jan/2026,CLP,Indices,MSCI Chile SC Net,,,,1.2,,10.3%,10.3%,48.3%,29.8%,20.1%,11.1%,"1,491.6%",9.1%,13.9%,1.43,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,IGPA Small Cap,,,,"103,196.0",,7.9%,7.9%,56.2%,30.6%,24.1%,15.8%,,,12.8%,1.57,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,IGPA Mid Cap,,,,"58,370.9",,12.0%,12.0%,61.4%,34.5%,26.1%,12.4%,,,14.0%,1.70,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,IGPA SC & MC,,,,"2,366.1",,10.6%,10.6%,59.2%,33.2%,25.5%,13.9%,,,12.8%,1.75,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,Moneda 500,,,,"6,763.0",,9.9%,9.9%,60.7%,33.4%,22.1%,12.1%,"2,159.6%",10.3%,12.3%,1.82,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,IPSA,,,,"11,420.1",,9.0%,9.0%,58.1%,28.9%,21.6%,11.9%,"1,368.8%",8.8%,14.7%,1.32,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,MSCI EM Latam SC Net,,,,1.2,,8.3%,8.3%,32.0%,15.9%,11.9%,11.6%,,,20.4%,0.46,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,UF,,,,"39,708.6",,−0.0%,−0.0%,3.4%,4.0%,6.4%,4.5%,268.9%,4.2%,,,,,,,,,,,,,
1,30/Jan/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,865.1,,4.9%,4.9%,14.2%,−2.2%,−3.2%,−2.0%,−50.3%,−2.2%,,,,,,,,,,,,,
2,30/Jan/2026,CLP,Moneda,MRV A,,Moneda,,"33,497.8",53.5,7.3%,7.3%,58.0%,26.9%,21.0%,12.0%,,,14.3%,1.24,−0.2%,0.94,0.80%,7.2%,143.7%,6.2%,,,,,
2,30/Jan/2026,CLP,Moneda,MRV AE,,Moneda,,"33,827.6",0.2,7.3%,7.3%,58.3%,27.1%,21.3%,,,,14.3%,1.25,−0.1%,0.94,0.80%,,,,,,,,
2,30/Jan/2026,CLP,Moneda,MRV E,,Moneda,,"34,160.1",29.1,7.4%,7.4%,58.7%,27.2%,21.6%,,,,14.3%,1.25,−0.0%,0.94,0.65%,,,,,,,,
2,30/Jan/2026,CLP,Moneda,MRV I,,Moneda,,"34,689.9",13.6,7.4%,7.4%,58.7%,27.2%,21.6%,,,,14.3%,1.25,−0.0%,0.94,0.65%,,,,,,,,
2,30/Jan/2026,CLP,Moneda,MRV R,,Moneda,,"32,942.4",3.2,7.3%,7.3%,57.2%,,,,,,,,,,1.30%,,,,,,,,
2,30/Jan/2026,CLP,Moneda,Orange,,Moneda,,"27,625.8",631.2,7.0%,7.0%,55.6%,25.8%,21.3%,12.8%,,,14.0%,1.19,−0.5%,0.92,,8.1%,,,,,,,
2,30/Jan/2026,CLP,Peer Group,MBI Arbitrage,MBI,,,"60,927.4",79.4,4.3%,4.3%,35.7%,22.2%,16.6%,9.5%,,,13.6%,1.01,−2.5%,0.88,0.85%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM BTG Chile Acción,BTG,Pactual,,"1,994.4",331.9,8.5%,8.5%,64.3%,34.0%,25.9%,,,,15.0%,1.57,4.2%,1.00,1.00%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM ETF Itau Now IPSA,Itau,,,"5,433.8",248.0,8.9%,8.9%,57.7%,28.3%,21.1%,11.6%,,,14.7%,1.29,−0.4%,1.00,0.47%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM Security Index Fund Chile,20-Jan,Security,,"1,421.2",171.2,6.5%,6.5%,48.6%,23.0%,14.6%,8.4%,,,14.3%,1.03,−3.7%,0.96,0.63%,4.6%,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM Principal Capitales Acc Chilenas,,Principal,,"1,989.1",170.6,10.0%,10.0%,61.8%,30.6%,26.3%,,,,13.5%,1.51,4.3%,0.88,1.09%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM Toesca Chile Equities,,Toesca,,"2,257.1",146.2,9.3%,9.3%,66.6%,30.3%,28.9%,,,,14.2%,1.44,2.8%,0.93,1.10%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM Compass Acciones Chilenas,,Compass,,"2,529.9",135.3,11.3%,11.3%,66.5%,32.0%,27.5%,,,,14.1%,1.53,4.6%,0.91,0.80%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM Santander Acciones Chilenas III,,Santander,,"1,851.8",112.9,9.2%,9.2%,59.9%,29.4%,22.1%,,,,14.7%,1.35,0.4%,1.00,1.29%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Mutual Funds),FM Credicorp Acciones Estratégicas,,Credicorp,,"2,380.6",44.8,9.3%,9.3%,66.2%,32.2%,25.1%,12.3%,,,14.2%,1.54,4.1%,0.94,1.05%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Hedge Funds Chile),FM LarrainVial Enfoque,,LarrainVial,,"2,477.6",583.6,14.4%,14.4%,89.6%,42.6%,30.5%,15.0%,,,15.4%,1.93,11.9%,0.97,0.84%,10.2%,227.4%,8.4%,,,,,
2,30/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Falcom Tactical Chilean Equities,,Falcom,,"4,187.4",520.9,10.2%,10.2%,70.9%,36.2%,30.7%,19.8%,,,15.8%,1.59,4.9%,1.03,1.50%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Arrayan Acciones Chilenas,,Arrayan,,"60,282.5",136.0,9.4%,9.4%,39.6%,24.5%,25.0%,,,,11.2%,1.37,3.5%,0.72,0.80%,,,,,,,,
2,30/Jan/2026,CLP,Peer Group (Hedge Funds Chile),Quest Acciones Chile,,Quest,,"103,125.8",88.5,9.1%,9.1%,59.8%,30.7%,25.5%,16.9%,,,14.8%,1.40,3.1%,0.93,1.26%,,,,,,,,
2,30/Jan/2026,CLP,Indices,IPSA,,,,"11,420.1",,9.0%,9.0%,58.1%,28.9%,21.6%,11.9%,,,14.7%,1.32,,,,7.5%,137.1%,6.0%,,,,,
2,30/Jan/2026,CLP,Indices,MSCI TR Net Chile USD,,,,"467,524.3",,8.0%,8.0%,55.8%,22.0%,16.7%,8.7%,,,17.1%,0.82,,,,4.8%,71.7%,3.7%,,,,,
2,30/Jan/2026,CLP,Indices,MSCI Chile LC USD Net,,,,1.3,,7.8%,7.8%,67.8%,16.2%,15.5%,8.8%,,,23.4%,0.43,,,,4.7%,63.4%,3.4%,,,,,
2,30/Jan/2026,CLP,Indices,FTSE Chile All Cap TR,,,,"2,212.2",,8.9%,8.9%,58.1%,26.5%,20.3%,11.0%,,,15.3%,1.15,,,,,,,,,,,
2,30/Jan/2026,CLP,Indices,FTSE Chile All Cap TR Gross Orange,,,,"2,536.4",,8.4%,8.4%,69.6%,27.5%,20.3%,11.0%,,,15.3%,1.14,,,,7.0%,,,,,,,
2,30/Jan/2026,CLP,Indices,Dow Jones Sustainability Chile,,,,"1,823.2",,8.6%,8.6%,54.0%,22.2%,14.6%,6.7%,,,15.1%,0.93,,,,,,,,,,,
2,30/Jan/2026,CLP,Indices,U.S. Dollar (Obs) USD/CLP,,,,865.1,,4.9%,4.9%,14.2%,−2.2%,−3.2%,−2.0%,,,,,,,,−4.5%,−45.8%,−4.1%,,,,,
3,30/Jan/2026,USD,Moneda,MSC I (LX),,Moneda,,103.6,303.3,13.2%,13.2%,47.8%,11.0%,4.9%,7.5%,,,23.7%,0.34,−2.1%,1.02,1.20%,,,,92.0%,3.8%,,,
3,30/Jan/2026,USD,Peer Group (Small & Mid Cap),LarrainVial Small & Mid Cap (LX),,LarrainVial,,121.2,872.0,12.3%,12.3%,49.5%,11.4%,7.9%,8.8%,,,21.3%,0.38,−0.3%,0.90,1.00%,,,,,,,,
3,30/Jan/2026,USD,Peer Group (Small & Mid Cap),Zurich AM SICAV SC Latam I,,Zurich,,145.9,60.4,13.9%,13.9%,51.4%,12.7%,6.7%,7.2%,,,23.4%,0.40,−0.6%,1.01,,,,,,,,,
3,30/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Brasil SC Net,,,,"1,699.7",,14.3%,14.3%,47.6%,9.9%,3.6%,13.5%,,,28.1%,0.28,−4.5%,1.19,,,,,46.7%,2.2%,,,
3,30/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Chile SC Net,,,,"1,403.9",,15.7%,15.7%,69.3%,27.0%,16.3%,8.9%,,,20.4%,1.02,17.1%,0.67,,,,,48.1%,2.2%,,,
3,30/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Colombia SC Net,,,,"2,260.3",,24.2%,24.2%,74.7%,,,,,,,,,,,,,,,,,,
3,30/Jan/2026,USD,Peer Group (Latam Specific Country),MSCI Mexico SC Net,,,,"1,463.5",,7.5%,7.5%,39.7%,11.8%,16.8%,8.8%,,,22.0%,0.37,2.6%,0.70,,,,,45.1%,2.1%,,,
3,30/Jan/2026,USD,Indices,MSCI EM Latam SC Net,,,,"1,437.1",,13.6%,13.6%,50.8%,13.4%,8.3%,9.4%,,,23.0%,0.43,,,,,,,36.2%,1.8%,,,
4,30/Jan/2026,USD,Moneda,MLE A (LX),,Moneda (LX),,212.6,3.2,14.5%,14.5%,58.6%,13.1%,7.8%,9.3%,,,21.8%,0.44,−3.8%,1.02,1.00%,,,,,,112.6%,7.6%,
4,30/Jan/2026,USD,Moneda,MLE I (LX),,Moneda (LX),,195.3,220.4,14.5%,14.5%,59.4%,13.7%,8.3%,,,,21.8%,0.46,−3.3%,1.02,1.00%,,,,,,,,
4,30/Jan/2026,USD,Peer Group (Large Cap),iShares Latam 40 ETF,,BlackRock,,35.4,"4,020.4",16.1%,16.1%,57.5%,17.6%,11.1%,9.0%,,,21.0%,0.62,0.3%,0.98,0.49%,,,,,,102.8%,7.1%,4.8%
4,30/Jan/2026,USD,Peer Group (Large Cap),DWS Invest Latam Equities,,Deutsche,,296.3,"2,656.0",15.3%,15.3%,67.1%,18.6%,13.9%,,,,21.0%,0.66,1.4%,0.97,0.30%,,,,,,,,
4,30/Jan/2026,USD,Peer Group (Large Cap),LV Latin American Equity,,LarrainVial,,155.2,"2,162.2",14.5%,14.5%,58.9%,18.3%,11.9%,,,,20.1%,0.69,1.7%,0.94,1.00%,,,,,,,,
4,30/Jan/2026,USD,Peer Group (Large Cap),BlackRock Global Funds Latam,,BlackRock,,88.6,773.8,15.8%,15.8%,54.5%,12.7%,7.8%,7.8%,,,23.8%,0.39,−5.0%,1.07,,,,,,,80.0%,5.9%,4.0%
4,30/Jan/2026,USD,Peer Group (Large Cap),Schroder Latam Equities,,Schroder,,75.8,682.7,16.2%,16.2%,55.6%,14.5%,10.7%,11.1%,,,20.6%,0.52,−1.2%,0.94,,,,,,,144.3%,9.1%,7.1%
4,30/Jan/2026,USD,Peer Group (Large Cap),Templeton Latin America Fund,,Templeton,,31.8,614.0,14.2%,14.2%,60.3%,15.7%,10.6%,9.7%,,,21.0%,0.55,−1.2%,0.98,,,,,,,124.2%,8.2%,6.1%
4,30/Jan/2026,USD,Peer Group (Large Cap),JPMorgan Latam (LX),,JPMorgan,,33.0,544.2,16.3%,16.3%,59.0%,18.9%,11.6%,11.2%,,,20.4%,0.71,2.3%,0.94,0.85%,,,,,,155.2%,9.6%,7.4%
4,30/Jan/2026,USD,Peer Group (Large Cap),Fidelity Latam I (LX),,Fidelity,,10.9,421.4,16.1%,16.1%,60.6%,16.9%,9.0%,9.4%,,,21.7%,0.60,−0.2%,1.00,,,,,,,115.6%,7.8%,6.0%
4,30/Jan/2026,USD,Peer Group (Large Cap),BCI SICAV Latam Equity Fund,BCI,,,136.4,310.6,14.2%,14.2%,58.6%,16.0%,12.8%,,,,20.9%,0.57,−0.9%,0.99,1.00%,,,,,,,,
4,30/Jan/2026,USD,Peer Group (Large Cap),Amundi Latam Equity (LX),,Amundi,,"8,777.3",297.6,16.2%,16.2%,62.7%,20.7%,14.6%,11.3%,,,21.0%,0.75,3.0%,0.99,0.90%,,,,,,151.8%,9.4%,7.0%
4,30/Jan/2026,USD,Peer Group (Large Cap),Handelsbanken Latinamerika,,Handelsbanken,,18.9,261.4,13.2%,13.2%,58.8%,18.6%,10.8%,,,,20.5%,0.65,1.9%,0.91,,,,,,,,,
4,30/Jan/2026,USD,Peer Group (Large Cap),Threadneedle Latam (GB),,Threadneedle,,483.1,223.5,16.2%,16.2%,57.8%,15.5%,6.5%,8.8%,,,18.8%,0.58,0.5%,0.85,1.00%,,,,,,95.0%,6.7%,4.5%
4,30/Jan/2026,USD,Peer Group (Large Cap),Santander SC Latam (LX),,Santander,,"1,442.9",93.3,14.4%,14.4%,57.3%,13.2%,9.5%,7.6%,,,21.2%,0.45,−3.5%,1.00,0.70%,,,,,,85.9%,6.2%,4.2%
4,30/Jan/2026,USD,Peer Group (Large Cap),All BTG Pactual Latam Equity,BTG,Pactual,,144.7,84.9,11.7%,11.7%,57.2%,12.4%,8.9%,7.4%,,,20.5%,0.42,−3.4%,0.95,0.90%,,,,,,87.2%,6.3%,4.9%
4,30/Jan/2026,USD,Peer Group (Large Cap),Ninety One Latam Equities (LX),,Ninety One,,22.2,39.4,14.1%,14.1%,62.9%,9.1%,6.8%,8.9%,,,22.2%,0.26,−7.0%,1.00,1.00%,,,,,,112.9%,7.6%,5.9%
4,30/Jan/2026,USD,Peer Group (Large Cap),Credicorp Latam Equities,,Credicorp,,"1,614.8",25.7,15.7%,15.7%,55.3%,13.8%,8.2%,,,,21.3%,0.48,−2.9%,1.00,,,,,,,,,
4,30/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Brazil ETF,,BlackRock,,37.0,"8,803.8",16.6%,16.6%,49.2%,13.6%,7.5%,9.8%,,,25.3%,0.41,−5.3%,1.14,0.59%,,,,,,116.6%,7.8%,4.5%
4,30/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Mexico ETF,,BlackRock,,75.1,"2,110.2",8.4%,8.4%,52.9%,12.2%,15.6%,5.7%,,,19.7%,0.44,0.2%,0.74,0.47%,,,,,,51.8%,4.2%,3.5%
4,30/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Chile ETF,,BlackRock,,45.2,"1,315.2",12.0%,12.0%,68.0%,20.0%,13.3%,6.6%,,,19.9%,0.75,6.4%,0.76,0.59%,,,,,,73.3%,5.5%,4.2%
4,30/Jan/2026,USD,Peer Group (Latam Specific Country),iShares MSCI Peru ETF,,BlackRock,,86.6,530.3,19.7%,19.7%,115.7%,46.6%,24.5%,18.3%,,,22.5%,1.61,31.7%,0.74,0.59%,,,,,,347.3%,15.7%,12.8%
4,30/Jan/2026,USD,Indices,MSCI Latam 10/40 Net,,,,"1,154.0",,15.3%,15.3%,62.2%,17.3%,13.6%,11.0%,,,21.0%,0.62,,,,,,,,,144.5%,9.1%,7.0%
4,30/Jan/2026,USD,Indices,MSCI Latam ESG Leaders Net,,,,"1,615.9",,14.7%,14.7%,64.8%,14.9%,8.1%,8.0%,,,21.5%,0.51,,,,,,,,,86.1%,6.2%,4.0%
4,30/Jan/2026,USD,Indices,MSCI Latam TR Net,,,,840.2,,15.3%,15.3%,61.7%,16.9%,13.4%,10.9%,,,20.9%,0.61,,,,,,,,,141.0%,8.9%,6.8%
4,30/Jan/2026,USD,Other Moneda Funds Returns,Mercer,,Moneda,,238.4,290.7,14.6%,14.6%,63.6%,14.5%,12.4%,,,,22.1%,0.50,−1.0%,0.98,,,,,,,115.4%,8.0%,12.4%
4,30/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps A,,Moneda,,90.2,36.7,13.8%,13.8%,54.4%,,,,,,,,,,0.10%,,,,,,,,
4,30/Jan/2026,USD,Other Moneda Funds Returns,Moneda All Caps AE,,Moneda,,90.6,1.3,13.8%,13.8%,54.4%,,,,,,,,,,0.10%,,,,,,,,
4,30/Jan/2026,USD,Other Moneda Funds Returns,MSCI EM Latam IMI,,,,"1,673.8",,15.1%,15.1%,60.3%,16.5%,12.6%,10.7%,,,21.1%,0.59,,,,,,,,,158.9%,10.1%,12.7%
4,30/Jan/2026,USD,Other Moneda Funds Returns,Glory,,Moneda,,217.6,389.8,14.6%,14.6%,59.4%,14.5%,9.4%,11.1%,,,21.2%,0.50,−2.6%,0.99,,,,,,,159.4%,9.7%,7.6%
4,30/Jan/2026,USD,Other Moneda Funds Returns,MSCI TR Latam Gross,,,,"12,388.8",,15.3%,15.3%,62.6%,17.5%,14.0%,11.4%,,,21.0%,0.64,,,,,,,,,151.8%,9.4%,7.0%
